text,sentiment_real,sentiment_previsto
@usairways reservations hold 2 hours hang up...smh 😕,negative,negative
"@united admit, rather good years. still got hooked. (for now!) peace.",positive,negative
"@usairways horrible customer service, flying miami philadelphia, sent charlotte, can't get charlotte!",negative,negative
@southwestair can't believe many paying customers left high dry reason flight cancelled flightlations monday bdl! wow.,negative,negative
@americanair yes there's issues site well unfortunately.,negative,negative
"@united always happens guys, makes traveling incredibly stressful uncomfortable. good business you?",negative,positive
@usairways seems unlikely without crew board us,negative,negative
@southwestair guys alive? i've hold 25 minutes counting.....,negative,negative
"@usairways wife, sick 3yr-old-twins, waiting line 2hrs see agent! phone agent said nothing til tuesday!",negative,negative
"@united seen message today?? mcdonnell douglas dc 10 model?? hear read it, goodnight",neutral,negative
@jetblue i've spoken 2/emailed jb team explained situation. didnt seem matter anyone me. guess expected more.,negative,negative
@united already done that. answer got was... oops give miles we're sorry. pays discomfort 9 h?,negative,negative
@americanair flew chi instead got ride mke. u said bags would go mke today. cancelled flightled flight tho?,negative,negative
"@jetblue hey friends! stupid question - split payment methods flight purchase? example: 1/2 debit card, 1/2 billmelate flightr? thanks!",neutral,neutral
@united 747-400s updated power outlets seat-back tvs yet? flying ord tokyo-narita 28th,neutral,neutral
@virginamerica looking forward first flight today cancelled flightled along subsequent one ...,negative,negative
"@united ""airport snow removal method #22..."" keep good work folks, cessna's become 747's! http://t.co/9v8tmusjvu",positive,positive
"@southwestair receive drink coupons 65,000 points? friends did?",negative,negative
"@united - 75% plane's passengers boarding ""premier"" groups might indication broken process.",negative,negative
"@southwestair password reset email incredibly slow arrive today. checked spam folder, too. web site says minutes, 15? :|",negative,negative
@jetblue 653. update gate got moved complete opposite end terminal. airline disaster.,negative,negative
"@united delayed cmh ord. ran gate 1 min b4 connection -door closed one around. ignored 1st agent, 2nd super rude. #thanksunited",negative,negative
@americanair thank you.,positive,positive
"@united what, forgot tell flight coming... thanks allowing miss connection",negative,negative
@usairways mellani b. whole team columbia sc absolute superstars. incredibly helpful.,positive,positive
@jetblue can't wait hear back regarding internship opportunity! 😊,positive,negative
@united making miss big snow montana. cool.,negative,negative
@southwestair worries. got thru eventually. curious. best luck dealing weather!,positive,positive
@southwestair 4 flights cancelled flightled yall!!!! im sick 😠😠,negative,negative
@united website says 10 days. 16 counting.,negative,negative
@usairways happening? sitting philly hours. pls take care flight 759 chicago. least least us know! #solate flight,negative,negative
"@americanair really needs get clue start treating people like humans, animals. #americandairlinessucks",negative,negative
@jetblue today's jetblue flight 918 (nyc-&gt;bos) delayed? app says time website says not...,negative,negative
@usairways could change name @southwestair do...that'd awesome. also plane smells like onion rings.,negative,negative
"@united good, die anything. say ""you get pay for""!",negative,negative
@united yes &amp; they're unsure would come.this never happened airline first time @united #disappointed,negative,negative
"@usairways gave 2 hours hold. still need receipt; last time promised, never arrived. help?!",negative,negative
@jetblue i'm looking every day watching deal. specific dates fare finder help,neutral,negative
@southwestair think flights nashville cancelled flighted tomorrow?,neutral,negative
"@united nope, told us time go home sleep airport. even though assured us would get room...",negative,negative
@southwestair thank taking good care people als! http://t.co/m1yywafkfi @kevinswan_ @alstdi @a_life_story_,positive,positive
@usairways f623 den:phx. serious display poor customer service exhibited flight crew today. #newamericanairline #cheapslogannotmotto,negative,negative
@usairways started trying reach real person hour ago still luck,negative,negative
"@united cancelled flights flt ewr. ""no crew"".tells wife &amp; 4 yr old ""get ny catch @aircanada"" yyz! good #customerservice dead.",negative,negative
@usairways i've never treated badly,negative,negative
@americanair say dumb things beat around bush ! flight cancelled flightled prepared compassion,negative,negative
"@united well, la 2hr+ car ride dark palm springs technically. maybe i'll get bumped 1st class den phl friday:)",neutral,negative
@virginamerica spend 5 hours worrying items carryon would broken/stolen since carry plane lock bag.,negative,negative
@united emails/calls past months flight changes helpful wish would sent cancelled flightlation yesterday,negative,negative
"@southwestair another great flight &amp; crew, las vegas-chicago #3397. thanks!",positive,positive
@americanair get home 12 no?,negative,negative
@americanair absolute worst experience ever!,negative,negative
@united wheelchairs,negative,negative
"@united fucked up, voided ticket, kept money. even apology. never fly airline again. #unitedairlines",negative,negative
"@united boarding decent, 3 useless agents speak english (after 2.5hrs hold) 6hrs mech delay much",negative,negative
@southwestair get tiks #destinationdragons omg id love to! plz 😱❤️im dying,positive,neutral
@southwestair airfare available december year? 2 major trips coming i'm anxious book them!,negative,neutral
@united dmed you. thank,negative,positive
@united get first class flights rebooked myself.,negative,negative
@usairways worst. pay $200 take first flight round trip! otherwise they'll cancelled flight whole flight.,negative,negative
@jetblue member since 2007. looking travel next week 2/24-2/27. book right away due snow; i'm bos.,negative,negative
block bike rt @jetblue: fleet's fleek. http://t.co/2z3hgqprsg,neutral,neutral
@united michelle t1 ord train staff treat customers. refreshing pleasure deal with.,positive,negative
@usairways @americanair u paying incedentals? #noworstairline,neutral,negative
"@southwestair times change, guess. http://t.co/osox9h7fwy",neutral,neutral
"@americanair spent $8 choppiest feed ""whiplash"" ever. #americanairlinesfail #iwantmymoneyback",negative,negative
"@united @vusa_australia i'm aussie cowgirl lookin' cowboy. take fort worth, estelle says i'll find there!",neutral,negative
@united one last thing....united club crackers...nabisco?? pepperidge farms?,neutral,negative
@americanair dropping ball. again. catering. plane switch. gate attendant. 2 hours late flight. really nice.,negative,negative
@southwestair flt 3260 mht. fun kids grandkids 10 them!! jack says hi! http://t.co/bhooiyt6zq,neutral,neutral
@americanair filed multiple complaints. prefer continue warning public instead wasting time inhumane corp.,negative,negative
".@usairways trying get partner pnr, spent 1 hour hold. know snowing somewhere, awful",negative,negative
"@usairways worries, flight attendant took care it.",positive,negative
@americanair somehow dfw mia got bumped 12b way 41g 2312? what's that?,negative,negative
@americanair overbooked business class mia uvf - correct seat moved back economy special day,negative,negative
"“@southwestair: congrats fans seeing #destinationdragons l.a.! slc, next! http://t.co/yccitaep3s” thanks sw",neutral,neutral
@united expect cancelled flight flights @denairport tomorrow morning given storm?,negative,negative
@americanair try this. dpdfpp,neutral,negative
@united resolved. hour work ground &amp; somehow system reset takeoff. appreciate quick response/service.,positive,negative
@americanair maybe stop tweeting start calling. make available people wait on-hold instead hanging us.,negative,negative
"@usairways stranded @ernie_vigil phoenix w/ broken foot. flights f'd, sunday ""sickcrew"". cancelled flighted mechanics flight today.",negative,negative
"@united beyond frustrated sked change = seats, earlier departure double layover. course seats $$++. cust svc help",negative,negative
@united negative. done wasting time amateurs customer service. thanks least offering.,negative,negative
@united handle bag issues? put onto first place?,negative,negative
@usairways i'm supposed fly dallas. help get new itinerary?,neutral,negative
"@southwestair sw rocks, thanks reply follow. rebooked earlier flight!",positive,positive
know ... rt “@jetblue: fleet's fleek. http://t.co/wjyas2d94n”,neutral,neutral
@southwestair we're flying tomorrow! please dont cancelled flight!! lol 😜✈️,neutral,negative
@americanair big company happy something customer costing delays oh mention,negative,negative
@usairways supposed discuss matter computer? #badcustomerservice #airlines #dividendrewards,negative,negative
"@united i'm glad mean to, excuse inefficiency! took 70min bags, arrival flight",negative,negative
"@united i'm saying made flight poor/non-communication, unaccounted lost time &amp; lots frustrated flyers standing around",negative,negative
@united chance wait ord afternoon another flight screwed me. hold 5396,negative,negative
@usairways flight delayed missed connecting flight. stuck philadelphia night hotel voucher? thanks nothing,negative,negative
@united that's real dedication &amp; concern. apologies fix issue miserable issues i've past 6 mos.,negative,negative
@southwestair new day new chance right thing never late flight honest.,neutral,negative
@united seriously? ua 806. delayed copilot here? 1.5 hours flying raleigh? disappointing,negative,negative
@southwestair says can't flight progress.,negative,negative
@americanair hope like photo :) http://t.co/p7fsluxegw,positive,neutral
@united saturday morning man dies ebola http://t.co/hxvvis0vww,neutral,neutral
"@united i'd hardly call going 10,000 miles 1,000+ miles ticket cutting edge. 1/10 perk?",negative,negative
@americanair thank you.....you same!!,positive,positive
@united #onlyinamerica. 18 days word #unitedairlines #customerservices. bad pr guys.,negative,negative
"@southwestair father kind enough offer pay hotel, can't use coupon pays fl. help?",neutral,negative
@usairways 1-2! rock hit plane! delay now! never easy day us airways! ya never fail let down!,negative,negative
@usairways found flight want @cheapoair. @americanair aa advantage # applicable earn miles since merging?,neutral,negative
@jetblue tv. wifi spotty. nice feature x country flight. still keep us away #lovejetblue,negative,negative
"@united really hoping get help here. 5th attempt get resolution, lost count transfers. help please! #mileageplus",negative,negative
@united set. figured baggage office!,neutral,negative
@united @baftz rcvd promo booked flight silver status would extended dont flier sent didnt think id need,neutral,neutral
@southwestair 8 mins!!! http://t.co/bbzijwfdl3,neutral,negative
@southwestair good know now! three sets travelers 20 mins standing waiting mins pass by.,negative,negative
@usairways stranding student trying get birmingham clt overnight w/o help. better that. @av_duffy,negative,negative
@united worst airlines sitting plane houston-bush airport hour half waiting late flight passengers,negative,negative
@americanair like call back system. thought like know working well. received three calls there's audio.,negative,negative
@jetblue glowing. crew aircraft sparkled. guys know @nokidhungry right? might good partnership:),positive,negative
"@united, good word describing angry pissed customer made me.",negative,negative
@virginamerica wtf happening pdx late flight march one way sfo ~$550?,negative,negative
@united - eat airport $7? #areyounew? #incompetent #no800number #feeltheheat,neutral,negative
@united hi question future flight booking problems. dub-jac 29/9 jac-lax 8/10 lax-dub 13/10. i'm *g. checked bag allowance jac-lax?,neutral,neutral
@southwestair hold rebook flight cmh 1.5 hrs. rebook website crashed.,negative,negative
@jetblue can't beat jetblue space's matter http://t.co/nrpwmgyv3e,positive,negative
😳 lololololol “@jetblue: fleet's fleek. http://t.co/yxswfq9tgp”,neutral,neutral
@usairways @americanair also on-hold message trying sell valentines day gifts. week late flight. sounds right usair,negative,negative
@americanair thanks info number call speak person? going take hour type,neutral,negative
@jetblue airways continue 'various commercial relationships' #lufthansa ... - @capa_aviation http://t.co/vgqoihtrkh,neutral,neutral
"@jetblue sent email 24 hours ago asking questions, still response. need answers (hopefully) flight booking problems flight...",negative,negative
@southwestair ceo using #vegas band help ‘connect’ people. http://t.co/89gkyuf1qh #aviation #business #marketing #consumermarketing,neutral,neutral
@usairways thank you! glad heading home! great people call center!,positive,positive
@americanair dm'd you. anything do?,negative,neutral
@virginamerica something wrong website safari iphone,negative,negative
"@usairways well, that's problem considering need book flight tonight weekend... anything do?",negative,negative
"@united flight overbooked! offered voucher wait &amp; take another flight. gate agent switched over, retracted voucher offer.",negative,negative
"@united think missing meetings worth? flight voucher? fly time, would make right?",negative,negative
"@united can't dm, following. lly144. rebooked #ua1516 still need seats.",negative,negative
"@usairways aggravating, zone 5 boarded, overhead empty forcing bag check. better loose bag again! flt1727 http://t.co/w3xs6tvpzg",negative,negative
@jetblue @aircanada take fraud seriously?,neutral,negative
"@southwestair hey there, follow us dm question :) 😁",neutral,neutral
@southwestair way fuck lose @c_istudios bags. husband warm clothes equipment. #youdidit #notcool,negative,negative
@americanair finally got someone phone worries!,negative,negative
@jetblue sell open tickets? sick relative may travel moments notice. sad true.,neutral,neutral
@virginamerica @fidifamilies us too! terrible airline! gave us hotel hotline number said sorry,negative,negative
@southwestair got home hour half late flight least baggage delivered soaking wet,negative,negative
@americanair rude gate agent aa363 ord-lga now. seems temper. made check bag fit inside sizer.,negative,negative
@americanair 8:30 departure? sure. catering strike jfk? @foxnews @cnbc @bloombergradio http://t.co/hpgxyzrw8o,neutral,negative
@usairways already pleasant flight london charlotte (us733) made fantastic amazing attendant. thank much robert!,positive,positive
@southwestair spoke soon... bag lost.. :(,negative,negative
"@usairways 2nd person called ask, could catch name, rejected request",negative,negative
"@united people stranded cause suck. better yet, weasel flight booking problems rooms people claiming weather http://t.co/flcnnn2usd",negative,negative
@united flight 280,neutral,negative
@americanair help. flight dallas cancelled flightled morning cle. hold 3 hours. need booked next flight out.,negative,negative
"@usairways way assist, actually answer phone.",negative,negative
@united we've ton problems getting bags given run around day. whats that?,negative,negative
"@usairways trying 2 fly frm dca srq visit family member hospice 4532 cancelled flightled, someone assist me?",negative,negative
"@southwestair call customer service?? sitting tarmack 1hr, lost bag, give $100. voucher???",negative,negative
"@usairways important, wait hold get hung computer? #disappointed",negative,negative
"@americanair continues win: i've never missed flight before, nice little quiet gate change made possible. sheesh.",positive,negative
"@usairways thanks. suggestion: stop promo messages bit run music &amp; msg says ""call volume high."" #vrm",neutral,negative
"@southwestair get shit together owe $2,000 bag.",negative,negative
@jetblue yet. notify them. i'm new this! 😊,neutral,negative
@united cancelled flight flight like,negative,negative
@southwestair thanks response. able get situation resolved. fan mother nature today. :),positive,positive
@usairways thanks information!,positive,negative
@united thank offer! sorted :-),positive,positive
@usairways can't even accommodate us letting us fly another airport?! horrible service fault!!!,neutral,negative
"@virginamerica getaway deals may, $59 one-way. lots cool cities http://t.co/rpdbpx3wnd #cheapflights #farecompare",neutral,neutral
@jetblue keep tweeting ceo answers personally apologizes wife passengers flight 136. wrong!!,negative,negative
@usairways dirty damn plane take hour get plane cleaned??? refund miles😡. #wasteoftime #theworst,negative,negative
"@southwestair - wow! 100 minutes hold, far. phone dying...",negative,negative
@jetblue would fly somewhere hotter here. puerto rico come. lol,neutral,neutral
@usairways really good deferring responsibility.,negative,negative
@americanair exceptional customer service aa - misplaced item waiting checkin followed smooth flight. thank you!,positive,positive
"@jetblue u want helpful save trip westchester cty jfk, plus parking - info photo http://t.co/ji7xks2jkk",negative,neutral
@southwestair yet! supposed get early evening tonight. want go store buy new necessities.,negative,negative
@americanair trip cut 7 hrs short due flight change/massive layovers/ peanuts crackers/ asked h2o received 2oz.,negative,negative
@united @dfpietra that's response? shaking head back forth tsk. better-from customer service apology,negative,negative
@americanair overzealous stewardess prevented us bringing car seat! #worstflight!,negative,negative
@united de-ice plane sits one 2 hours ?? could delay :/,negative,negative
@united please send link/email formally compliment irene slc best customer service ever. #paxex,positive,negative
@jetblue - trying fly bos jfk. flight delayed. traveling kids. book hotel getting tonight?,negative,negative
"@virginamerica me, website down? btw, new website great user experience. time another redesign.",negative,negative
@southwestair another great trip! lax 823 - las 3075- bna. thanks much!!!,positive,positive
@jetblue whats going flight 2034. delayed beyond 834. shouldnt thre flights switch point?,negative,negative
@jetblue @philpete wonder that's pilot tweeting back? legal tweet fly? plane front stops suddenly?,negative,negative
@virginamerica problem link email check-in. thanks,negative,negative
@americanair thanx replying. dm sent,positive,neutral
@virginamerica new marketing song? https://t.co/f2lfulcbq7 let us know think?,neutral,neutral
"@americanair two hours late flightr still waiting callback. need reschedule flight 1027, hopefully late flightr one tomo cancelled flighted",negative,negative
"@united did, thought, nothing happened",negative,negative
@americanair thanks. delivery status??,positive,negative
@southwestair awesome. thank you!,positive,positive
@southwestair really guidance call via phone back logged. could done online 3 minutes.,negative,negative
@virginamerica ...please come minneapolis st. paul!,neutral,neutral
@usairways spent room &amp; transportation whole flight,negative,negative
@jetblue whole plane. hoping better luck return flight sunday.,negative,negative
@united plane coming? delayed almost 7 hours. plane.,negative,negative
@united have.,neutral,negative
@usairways transferred 4x pleeeeeeeease help!,negative,negative
@americanair yet. waiting connected agent,negative,negative
@usairways @americanair supposed get fresno pittsburgh 10pm. instead i'm getting 4pm... tomorrow,negative,negative
@southwestair thankyou :))❤️,positive,positive
@southwestair took carryon bag essential attire life changing interview tomorrow &amp; here; expect compensation?,negative,negative
@virginamerica cannot even open laptop seat 4c paid premium this?!! let here!,negative,negative
@united ok thanks. sent dm too. disregard that.,positive,positive
@americanair finally final destination w/o extra significant travel expenses &amp; missed work. resolve experience?,negative,negative
@southwestair thx quick response action! bf make good use voucher #satisfied #happycustomer,positive,positive
@united since ua 1226 ord-ewr delayed pushing meal time mean catered meals first?,neutral,negative
@southwestair thank much stepping game making day night elevator music. much appreciated.,positive,positive
@southwestair status flight#122 stl-aus?,neutral,neutral
@americanair versus @jetblue customer service? win! @americanair convenience trip cali &lt;3,positive,positive
@usairways @comcast airlines #2hrs35minonhold,negative,negative
@usairways packed carry reason. thanks making check it. hoped better customer service cle also. #nothappy,negative,negative
@jetblue 3 kids 11 days 340 + work months advance,neutral,negative
@southwestair far good! http://t.co/16c9ex79rk,positive,positive
@usairways @nanceebing 4 hour hold times moment...and counting. #disgrace,negative,negative
"@united sorry, hate united. get see family thursday",negative,negative
@virginamerica debbie baldwin gave #rockstar performance safety demo evening vx919 #las2sfo #bestcrew #sherocks,neutral,positive
"@united cmh gate staff disaster..#3345 overbooked, volunteers, boarding, 20 min late flight trying figure issue #bringbackrealstaff",negative,negative
@united twitter letting dm you..,neutral,negative
@united would think would clean ramps. jet stuck snow newark. would never happen @delta,negative,negative
"@americanair wait ""more 60 minutes""",negative,negative
@united airline trouble winter &amp; getting good customer service? contact http://t.co/aqjn4hwnac negotiate resolutions you!,neutral,positive
"@united cancelled flightled direct flight newark-brussels last night, 7 hours behind schedule. eu compensation would given, us?",negative,negative
"@usairways reserved flight companion certificate, mail certificate verification???? thx!!!",neutral,negative
"“@southwestair: #ifthe80sneverstopped, we'd still rocking chart-topping hit"". what? 80's over?",neutral,negative
@jetblue shocker flight delayed hour. thanks reminding switched delta.,negative,negative
"@americanair delayed way puerto rico delayed way back new york, disgraceful",negative,negative
"@southwestair flights leaving dc today? flight cancelled flightled, hold hour.",negative,negative
@southwestair thank you! can't wait either :),positive,positive
@usairways really? 8 hr delay virgin island even food voucher.,negative,negative
@americanair mention three hour wait get agent phone.,negative,negative
@usairways i'm flight 623 dia ontario tomorrow morning. access airport via taxi shuttle. do?,neutral,negative
"@united done now, thanks.",positive,positive
@usairways @americanair,negative,negative
@united thanks timely updates.,positive,negative
@usairways unacceptable. knew pilot able complete trip. wasted time.,negative,negative
@usairways app website trash af.,negative,negative
@united - time spent night trying sleep toddler bed airport ramada without luggage kidnapped #furious,negative,negative
"@usairways got home, need bag. direct desk number savannah?",negative,negative
@jetblue disappointed allowed bring aircraft approved carseat empty plane. cool.,negative,negative
@americanair spoke soon. 30 min late flightr still waiting bags load. sympathy would appreciated least.,negative,negative
"sorry, @united. accidentally populate flightd instead @usairways. can't wait 'til ""u"" ""u"" sky. #newamericanstinks",neutral,negative
"@usairways missing flight reflight booking problems 2x, walked onto another flight phone still seat!!",positive,negative
@jetblue bring compact folding chair like checked bag? http://t.co/9nivw9ftzw,neutral,neutral
"@jetblue last flight cancelled flightled, 2 hours change light bulb, sitting waiting maintenance. unreal.",negative,negative
@united broke suitcase &amp; refuses give repair estimate. http://t.co/zouowgv3q6,negative,negative
“@united: @battierccipuppy hope see board soon thanks tweet. ^ey” 👏👏,positive,positive
"@virginamerica trying book tickets nyc facing super fun broken styling. worry, i'll keep trying :)",negative,negative
@southwestair agents werenot helpful told would pay 2chng even though tld going2 bwi whch part trvl advsry,negative,negative
@southwestair due apparent water issue checked fine checks husband already deal first,negative,negative
@jetblue 910 flight listed time 904am i'm plane yet? http://t.co/ieg2obcepp,negative,negative
"@americanair call chairman, call emerald. today me, call former customer.",negative,negative
jetblue… just… “@jetblue: fleet's fleek. http://t.co/mb3ipgs8zq”,negative,neutral
@united @perfectomobile definately award employer year #united13,neutral,neutral
@southwestair i'm stuck fort lauderdale.,negative,negative
@southwestair flights msp hrl march? i'm looking 3/19-3/23,neutral,neutral
@jetblue hate internet lol,neutral,negative
@americanair thank,positive,positive
@united super frustrating folks united ticket counter pittsburg honoring media rate! #unitedfail,negative,negative
@americanair @usairways i've tried understanding let handle situation guess wrong,negative,negative
"@southwestair hold 2 hours disconnected flight cancelled flightled. swell company, you.",negative,negative
"@usairways ""please call late flightr"" acceptable - neither hold 5+ hrs #onholdwith",negative,negative
@jetblue i'm flying airline #lga 😷,neutral,negative
@united @rayja9 flying las vegas chicago flight late flight announcement made,negative,negative
@united @unitedflyerhd @united_airline n26902 dreamliner leaves london heathrow. @b787fans http://t.co/ai0yzwt8za,neutral,neutral
@united @americanair year van gogh fans visit europe http://t.co/e1eofthgaj,neutral,neutral
@jetblue thanks! flight leaves 2 arriving airport early. wedding vt sept. grateful fly btv!! :),positive,negative
"@united ua 1706 way plane ""loses software"" believe decided upgrade...",negative,negative
@americanair @louprice13 @aacustomerservice. apology good enough. 4 planes mechanical 9 hours delayed unacceptable.,negative,negative
@jetblue airways corporation price target update - stafford daily http://t.co/vqmdmzafuj,neutral,neutral
@united four scheduled flights reservation literally take one! unreal,negative,negative
@united compensate us new clothes bet,negative,negative
@usairways need help locating bag. arrived denver last night midnight charlotte 8am flight hayden/steamboat,negative,negative
@southwestair would someone please dm customer relations number. website customer service.,negative,negative
@southwestair attendants atl airport awesome! helpful cancelled flightlations morning.,positive,positive
@united loses luggage @hotelstonight loses reservation. 10 hour travel day. want get @startingbloc am!,negative,negative
@united changing rno -den non-stop may (9) 6am late flight morning early afternoon?,neutral,negative
@united let us board fly time? knows! #shouldhaveflowndelta,negative,negative
@united tried. already cancun one delivered,negative,negative
@southwestair loyal a-list customers easier get help bring resolution issues rewards program.,negative,negative
@usairways hey guys want say best flight ever! thank much. fell asleep actually wet dream.,positive,negative
@united please stop spending mktg $ branding ads. use savings improve #cxp. 1hr wait luggage due short staff unacceptable,negative,negative
@jetblue going get wifi planes?,neutral,negative
"@jetblue since high likelihood snow time flight tomorrow, chance rebook sunday?",neutral,negative
@southwestair wife group prev. flight got bumped reason. alone two kids. least put group,negative,negative
"@united ""reference number."" agent told ""just drive airport"" ""i can't reach anyone deliver...""",negative,negative
@americanair flight 386 dallas jacksonville fl cancelled flightled. one notified me. what's going on?,negative,negative
@virginamerica adds austin-dallas love field route. http://t.co/xwjol55flh http://t.co/y8aormfkac,neutral,neutral
@united refund flight vouchers another flight different airline expense today. 8 hour drive inconvenient,negative,negative
@united @delta lost luggage atl hdn luggage denver said @united deliver luggage hdn airport claim# hdndl11785,negative,negative
@jetblue airways hits new 52-week high $17.58 (jblu) - sleekmoney http://t.co/zdkxn4ktou,neutral,neutral
"@usairways left personal stuff us4551 phl-bos hour ago. went baggage, told plane left call 800#",neutral,negative
@usairways merging aa dividendmiles yield error. _exact_ steps navigate phone menu? get computer.,negative,negative
@southwestair cancelled flightled flights asshole phone support. #worstairline,negative,negative
@usairways even still business? trying call hours. pathetic.,negative,negative
"@usairways thank you, busy times.",positive,negative
@united - thanks. formed submitted. i'm betting someone would honest enough turn though...,negative,negative
@united good fly!! #united #businessfirst,positive,positive
"@usairways thanks showing interest...3880 greenville, sc.",negative,neutral
@united partner booked individual reservations flight. pr. silver -- share premier privileges somehow?,neutral,negative
@americanair checking flight website easy asking bear shit toilet #justsaying,neutral,negative
@southwestair fl 4158 cancelled flightled dallas austin. one answering 800#. need help.,negative,negative
@southwestair please do. hate fly different airline. fav.,positive,negative
welp. “@jetblue: fleet's fleek. http://t.co/kwuek1ukbc”,neutral,neutral
@united zcc82u cancelled flight flight 16h advance??? need connect flight reschedule link helping. help!? gf waited months see me.,negative,negative
@southwestair answered. options refund resched monday (i'd miss work). i'm paying hundreds @usairways flight tmw.,negative,negative
@americanair 1138 got us lga safely. thanks taking time make plane safe flying!,positive,negative
@jetblue little vino hurt 🍷,neutral,neutral
@united final destination booked united quantas. united yet contacted auckland. unaware case id number,negative,negative
@usairways help update ktn profile? ticket book via aa &amp; info get pass on. i've hold forever,negative,negative
@southwestair frustrated experience #southwest. 18 hours trapped denver bc mechanical problems. #worstcustomerservice,negative,negative
@americanair might look that. wife travels much do. could use membership?,neutral,negative
@americanair hey guys. dmed question 500-mile upgrades post earning. hope use tomorrow,neutral,neutral
@southwestair one wants commit saying plane getting cancelled flighted not. customer relations closed. patience gone.,negative,negative
@united point 5/6 flights past week . . last one really sucks shit,negative,negative
@virginamerica congrats winning @travelzoo award best deals airline (us) http://t.co/kj1iljaebv,positive,neutral
@united - we're sitting ua1088 getting delayed operations can't find captain. #ridiculous #united,negative,negative
"@jetblue - yes. best case scenario get gear late flight friday, early saturday. camp starts 6am tomorrow #toolittletoolate flight",negative,negative
@united good -- 1k team nothing short amazing everything.,negative,negative
"@united thanks delaying flight hour, missing connecting flight terrible customer service. #neveragain #vacation",negative,negative
"@usairways please dm me, flight delayed going clt force miss connection lga 10:05pm",negative,negative
@united i'm sure expected anyone http://t.co/bnflhpxtmw,negative,negative
@united flight delayed? keeps changing delayed not??? delayed checkin time late flightr??? http://t.co/ntuix5dbyr,negative,negative
"@jetblue ""best fare finder"" work?",negative,negative
@americanair-everyone: weeks&amp;those dickheads @ aa contacted me...they lost checked bag &amp; carryon offer pay,negative,negative
@usairways flt 445 get gate den? 20 minutes waiting information.,negative,negative
@southwestair need learn treat people respect little dignity. #fail,negative,negative
@americanair - keeping aa air! crew chief cousin alex espinosa dfw! http://t.co/0hxlnvzknp,positive,negative
"@virginamerica hi, i'm trying check-in website working. tried 3 different browsers problem continues",negative,negative
@jetblue going giving travel agent rates hold iata card ???,neutral,negative
@southwestair update emergency landing jacksonville right now? #parentsonboard,neutral,negative
"@jetblue thanks. still booked trip 3/13-17 lb slc see grand kids. frustrating. tried app, web, etc. still love u guys!",positive,negative
"2/2 @united really care comfort, care profitability. that's fine, it. #unfriendlyskies",negative,negative
@americanair no; expect higher level customer service &amp; flight crews give us accurate information,negative,negative
"@usairways 5 hr flight delay delay land . even real life ? get plane , wanna go home 👠👠👠 (3 heel clicks)",negative,negative
.@united delayed 3 hours one hour flight frustrating. i'm also unable get decent meal hour.never,negative,negative
"@usairways eyyyy! cancelled flightlations, flight booking problemss, reflight booking problemss, y'all got flight tonight (not tomorrow) &amp; fc upgrade. thx!",positive,negative
@united ones make difficult me.,negative,negative
"@jetblue flight 2202 jfk, 2 &amp; 1/2 hr delay. could get weather relate flightd, considering - come",negative,negative
@americanair finally called back... spoken me. like worst prank call ever!!,negative,negative
@united airline joke. 1 person working special services ewr?!? line 15 ppl deep. grow up!,negative,negative
@jetblue free wifi #impressive #flyfi http://t.co/t1rypzebc8,positive,positive
@usairways ya'll need work online checkout system. two bank transactions one ticket bush league. yell devs.,negative,negative
@southwestair flight 3111 (n614sw) departs @mco enroute indianapolis international airport http://t.co/qefkfwzo7d,neutral,neutral
"@usairways intend to..very much. 4,000 followers well.",neutral,negative
"@united gave smile today, zero award... ;-) computers sense humour :-) http://t.co/jnqnbk7hut",positive,negative
@united somehow think i'm going stuck paying hotel room denver without winter clothes dime. guess we'll see.,negative,negative
"@united met customer service arrival flight ua3787 pvd-iad. thanks, guys really handled storm!",positive,negative
"@usairways told gates open #ord, needed wait 20mins. still waiting 4 mins.",negative,negative
@usairways plane moving ice. moving end runway sit lga one runway open.,negative,negative
"@americanair fine. would call me? left message, told would 2 hours call. heard anything yet.",negative,negative
@usairways refund system down?,neutral,negative
@jetblue point! offering flight next day expect pay hotel cancelled flightled.,negative,negative
"@americanair misunderstood. @usairways would day flight change me. gate agent said, ""no.""",negative,negative
@southwestair link site displays delays cancelled flightations flights @dallaslovefield?,neutral,negative
@united classic,negative,negative
"@jetblue worked now, ty",positive,positive
@southwestair inflight entertainment. tonight willie nelson impersonator sang passengers #peanutsandtoons http://t.co/kcddod7uff,neutral,neutral
"@united hey, 4am, guess i'm doing? sleeping! why? cause care little customers let sleep airports",negative,negative
@usairways thanks! hectic everyone actions represent company well imo,positive,negative
@united give cyndi &amp; troy gold star.,positive,negative
"@southwestair sorry sat plane 3 hours waiting engine fixed got luggage lost, k",negative,negative
@usairways voice concerns can't get home 8 month old waiting taxi gate 3 hours?,negative,negative
@usairways come home day late flight find guys lost luggage,negative,negative
@united told case weeks still resolved.,negative,negative
"@united flight ord delayed air force one, last flight sbn 8:20, 5 mins landed.",negative,negative
@united 3 phone reps. none could see rebooked missed flight.told go standby nonexistent late flightr flight. hurt you?,negative,negative
@united staff refuse let earlier flight citing checked bag?!?!,negative,negative
@united it-problems link? #3thparty,negative,neutral
@southwestair please bring back rdu fll direct route! noticed missing starting late flight august! flights always packed!,neutral,neutral
@united f&amp;$king joke. customer service woeful. staff tell passenger something it!,negative,negative
